species,haul_id,stratum,lat,long,depth,year,wtcpue
dungeness,2.01803E+11,40.5-549,37.00305556,-122.6005556,350.5,2018,0.787197779
dungeness,2.01803E+11,35.5-183,35.035,-120.8769444,168.2,2018,2.228265352
dungeness,2.01803E+11,35.5-549,34.66777778,-120.8727778,230.6,2018,0.435617223
dungeness,2.01803E+11,43.5-183,41.63472222,-124.3502778,83.9,2018,3.757978334
dungeness,2.01803E+11,43.5-183,41.60694444,-124.3413889,82.8,2018,4.621231738
dungeness,2.01803E+11,43.5-183,41.57194444,-124.2897222,65.7,2018,22.61673703
dungeness,2.01803E+11,43.5-183,41.4675,-124.3858333,101.3,2018,14.45833446
dungeness,2.01803E+11,43.5-183,41.03444444,-124.3458333,146.9,2018,0.880010593
dungeness,2.01803E+11,43.5-183,41.03,-124.2711111,85.4,2018,6.116059392
dungeness,2.01803E+11,43.5-549,40.97277778,-124.3897222,195.7,2018,3.733018097
dungeness,2.01803E+11,43.5-549,40.915,-124.4266667,230.8,2018,4.226442907
dungeness,2.01803E+11,43.5-183,40.56972222,-124.5555556,132.4,2018,11.32825971
dungeness,2.01803E+11,43.5-183,40.55027778,-124.4744444,66.2,2018,47.14765876
dungeness,2.01803E+11,40.5-183,40.17944444,-124.3455556,106.7,2018,22.71108611
dungeness,2.01803E+11,40.5-549,40.15388889,-124.3658333,283.2,2018,8.902353571
dungeness,2.01803E+11,40.5-183,39.80055556,-123.9211111,104,2018,12.21076875
dungeness,2.01803E+11,40.5-183,39.18027778,-123.8972222,128.8,2018,6.742510991
dungeness,2.01803E+11,40.5-183,38.37555556,-123.3747222,124.9,2018,3.108459127
dungeness,2.01803E+11,40.5-183,38.33972222,-123.1555556,82.9,2018,11.40265943
dungeness,2.01803E+11,40.5-549,38.24194444,-123.4030556,207.4,2018,2.337910589
dungeness,2.01803E+11,40.5-183,37.85,-123.1244444,93.3,2018,8.30601301
dungeness,2.01803E+11,40.5-183,37.91666667,-122.9463889,65.4,2018,98.03067623
dungeness,2.01803E+11,40.5-183,37.57527778,-122.9561111,113.6,2018,4.463827065
dungeness,2.01803E+11,40.5-183,37.51027778,-122.8697222,100.6,2018,2.149423118
dungeness,2.01803E+11,40.5-183,37.40722222,-122.7472222,92.9,2018,5.152067842
dungeness,2.01803E+11,40.5-183,37.37916667,-122.8611111,153.1,2018,2.159970666
dungeness,2.01803E+11,40.5-183,36.89666667,-122.2072222,110.1,2018,0.371891966
dungeness,2.01803E+11,40.5-549,35.50805556,-121.1863889,247.4,2018,2.230668559
dungeness,2.01803E+11,35.5-549,34.71138889,-120.8872222,221.8,2018,1.020745977
dungeness,2.01803E+11,35.5-183,34.67277778,-120.7816667,96.7,2018,4.537119603
dungeness,2.01803E+11,43.5-183,41.61305556,-124.4244444,129.1,2018,3.774956354
dungeness,2.01803E+11,43.5-183,41.5325,-124.26,62,2018,27.77544037
dungeness,2.01803E+11,43.5-183,41.24194444,-124.3011111,105.4,2018,7.282840561
dungeness,2.01803E+11,43.5-183,41.22166667,-124.2586111,85.6,2018,16.8556413
dungeness,2.01803E+11,43.5-183,41.17777778,-124.2688889,90.6,2018,8.912523799
dungeness,2.01803E+11,43.5-183,40.84555556,-124.3775,111.5,2018,7.570402596
dungeness,2.01803E+11,40.5-549,40.1225,-124.3405556,348,2018,8.20003429
dungeness,2.01803E+11,40.5-549,39.84388889,-124.1313889,368.2,2018,8.143884192
dungeness,2.01803E+11,40.5-183,39.87694444,-124.1211111,160.5,2018,3.169746047
dungeness,2.01803E+11,40.5-183,39.8175,-123.9738889,136,2018,17.71208453
dungeness,2.01803E+11,40.5-183,39.61166667,-123.9166667,136.6,2018,6.552942908
dungeness,2.01803E+11,40.5-183,39.01416667,-123.9225,144.1,2018,0.291216536
dungeness,2.01803E+11,40.5-183,39.02694444,-123.81,91.5,2018,5.507489808
dungeness,2.01803E+11,40.5-183,38.76944444,-123.7655556,133.2,2018,2.346553349
dungeness,2.01803E+11,40.5-183,38.56583333,-123.4872222,118.6,2018,6.46162346
dungeness,2.01803E+11,40.5-183,38.32888889,-123.3747222,134.1,2018,2.530052562
dungeness,2.01803E+11,40.5-183,38.39833333,-123.3305556,113.9,2018,9.870382756
dungeness,2.01803E+11,40.5-549,38.29888889,-123.4297222,190.9,2018,2.545176049
dungeness,2.01803E+11,40.5-549,38.23861111,-123.4288889,294.8,2018,3.438880035
dungeness,2.01803E+11,40.5-183,38.07861111,-123.0752778,68.3,2018,39.50173289
dungeness,2.01803E+11,40.5-183,37.87388889,-122.9455556,74.3,2018,69.21057518
dungeness,2.01803E+11,40.5-183,37.06944444,-122.6402778,143.5,2018,1.385750449
dungeness,2.01803E+11,40.5-183,37.15861111,-122.4938889,84.8,2018,4.981655924
dungeness,2.01803E+11,40.5-183,36.71166667,-121.8727778,73.5,2018,2.939061676
dungeness,2.01803E+11,35.5-183,34.50555556,-120.5986111,70.7,2018,2.358821677
dungeness,2.01803E+11,35.5-183,34.44805556,-120.5894444,111.1,2018,13.60648182
dungeness,2.01803E+11,43.5-183,41.89805556,-124.4541667,105.7,2018,3.486143546
dungeness,2.01803E+11,43.5-183,41.895,-124.4025,70.6,2018,3.23278402
dungeness,2.01803E+11,43.5-183,41.45833333,-124.4641667,153.7,2018,4.851190196
dungeness,2.01803E+11,43.5-183,41.35944444,-124.3019444,89.2,2018,4.580920931
dungeness,2.01803E+11,40.5-183,39.92111111,-124.1286111,135.7,2018,4.518451963
dungeness,2.01803E+11,40.5-183,39.83888889,-123.9794444,123,2018,5.168755674
dungeness,2.01803E+11,40.5-183,39.31472222,-123.9255556,142.2,2018,7.298239706
dungeness,2.01803E+11,40.5-183,38.745,-123.5922222,82.2,2018,12.12811444
dungeness,2.01803E+11,40.5-549,38.44305556,-123.5913889,204.6,2018,0.841162616
dungeness,2.01803E+11,40.5-183,38.44333333,-123.5166667,166.7,2018,2.740561646
dungeness,2.01803E+11,40.5-183,38.33305556,-123.3172222,114.3,2018,1.018094399
dungeness,2.01803E+11,40.5-183,38.23833333,-123.0975,81.1,2018,14.12752924
dungeness,2.01803E+11,40.5-183,38.20416667,-123.1261111,86.7,2018,9.48790512
dungeness,2.01803E+11,40.5-183,38.10527778,-123.1988889,103.8,2018,5.834603017
dungeness,2.01803E+11,40.5-183,37.87027778,-123.0752778,91.3,2018,3.134627536
dungeness,2.01803E+11,40.5-183,37.90833333,-123.0052778,72.8,2018,13.41476158
dungeness,2.01803E+11,40.5-183,37.90666667,-122.9419444,67.7,2018,16.41850933
dungeness,2.01803E+11,40.5-183,37.53888889,-122.8966667,102.6,2018,1.557775581
dungeness,2.01803E+11,40.5-183,37.43944444,-122.7358333,85.3,2018,5.620517036
dungeness,2.01803E+11,40.5-183,37.13472222,-122.535,102.5,2018,6.287585535
dungeness,2.01803E+11,40.5-183,36.8725,-121.9791667,66.6,2018,5.461746784
dungeness,2.01803E+11,40.5-183,36.65305556,-121.9763889,94.2,2018,0.204439759
dungeness,2.01803E+11,40.5-183,36.44722222,-121.9719444,125.8,2018,0.661214284
dungeness,2.01803E+11,35.5-183,35.28416667,-120.9725,105.6,2018,10.36219126
dungeness,2.01803E+11,35.5-183,34.94083333,-120.8083333,120,2018,4.280480097
dungeness,2.01803E+11,35.5-183,34.51916667,-120.6711111,88.4,2018,3.550343784
dungeness,2.01803E+11,35.5-183,34.43277778,-120.5563889,125.4,2018,0.361867882
dungeness,2.01803E+11,35.5-183,34.37888889,-120.4227778,150.8,2018,0.265524959
dungeness,2.01903E+11,43.5-183,41.70833333,-124.4077778,117.8,2019,0.753109629
dungeness,2.01903E+11,43.5-183,41.66944444,-124.4555556,167.7,2019,0.398310915
dungeness,2.01903E+11,43.5-183,41.42111111,-124.1811111,58.8,2019,19.01085758
dungeness,2.01903E+11,43.5-183,41.14111111,-124.3194444,131.6,2019,22.42637648
dungeness,2.01903E+11,43.5-183,41.10472222,-124.34,160.1,2019,10.66851532
dungeness,2.01903E+11,43.5-549,40.85916667,-124.4252778,248.5,2019,2.02025828
dungeness,2.01903E+11,40.5-183,40.10472222,-124.2819444,154.2,2019,3.77874683
dungeness,2.01903E+11,40.5-183,39.8175,-123.9983333,143.6,2019,1.69645885
dungeness,2.01903E+11,40.5-549,39.47861111,-123.9658333,200,2019,2.617470626
dungeness,2.01903E+11,40.5-183,39.2125,-123.9013889,132,2019,1.671510891
dungeness,2.01903E+11,40.5-183,39.14888889,-123.9172222,134.6,2019,0.356933139
dungeness,2.01903E+11,40.5-183,38.61527778,-123.5927778,137,2019,0.338302629
dungeness,2.01903E+11,40.5-183,38.51805556,-123.5866667,169.9,2019,0.37159389
dungeness,2.01903E+11,40.5-549,38.45083333,-123.5558333,194.9,2019,0.703903303
dungeness,2.01903E+11,40.5-183,38.2675,-123.3136111,122,2019,0.771085117
dungeness,2.01903E+11,40.5-183,38.20777778,-123.2197222,104.2,2019,0.660905153
dungeness,2.01903E+11,40.5-183,38.17472222,-123.2775,120.4,2019,7.171001288
dungeness,2.01903E+11,40.5-183,38.05138889,-123.32,135.8,2019,7.981883292
dungeness,2.01903E+11,40.5-183,37.17611111,-122.7058333,128.6,2019,5.577577111
dungeness,2.01903E+11,40.5-183,37.28305556,-122.7169444,107.7,2019,7.303834658
dungeness,2.01903E+11,40.5-549,37.34055556,-122.8619444,192.3,2019,3.613930373
dungeness,2.01903E+11,40.5-183,37.86333333,-123.0986111,91.9,2019,13.84227103
dungeness,2.01903E+11,40.5-183,37.91027778,-122.9708333,63.8,2019,42.65456609
dungeness,2.01903E+11,40.5-183,37.22277778,-122.4775,65.1,2019,12.33458811
dungeness,2.01903E+11,40.5-183,37.09111111,-122.4469444,90.8,2019,4.649951919
dungeness,2.01903E+11,40.5-183,37.00472222,-122.5061111,134.9,2019,3.652165818
dungeness,2.01903E+11,40.5-183,36.67722222,-121.9111111,86.6,2019,0.442583653
dungeness,2.01903E+11,35.5-183,35.30694444,-121.0227778,175.9,2019,0.704855565
dungeness,2.01903E+11,35.5-183,35.09083333,-120.7794444,70.4,2019,1.399633312
dungeness,2.01903E+11,35.5-183,34.80777778,-120.7827778,100.2,2019,1.103024956
dungeness,2.01903E+11,35.5-183,34.79694444,-120.7577778,87.3,2019,1.891449815
dungeness,2.01903E+11,43.5-183,41.91361111,-124.3802778,65.4,2019,10.80748424
dungeness,2.01903E+11,40.5-183,40.08416667,-124.2586111,152.5,2019,1.014868787
dungeness,2.01903E+11,40.5-549,40.15111111,-124.3619444,306.5,2019,9.179586377
dungeness,2.01903E+11,40.5-183,39.57027778,-123.9416667,178.7,2019,1.030252203
dungeness,2.01903E+11,40.5-183,39.33472222,-123.9480556,168.4,2019,0.328250091
dungeness,2.01903E+11,40.5-183,38.71388889,-123.715,135.2,2019,2.101007481
dungeness,2.01903E+11,40.5-549,38.47222222,-123.5813889,208.5,2019,0.326836567
dungeness,2.01903E+11,40.5-549,38.28,-123.4166667,189.5,2019,3.402347805
dungeness,2.01903E+11,40.5-183,38.37888889,-123.2144444,89.6,2019,15.69009235
dungeness,2.01903E+11,40.5-183,38.30972222,-123.2802778,108.2,2019,4.204163461
dungeness,2.01903E+11,40.5-183,38.31,-123.3097222,108.3,2019,4.818352221
dungeness,2.01903E+11,40.5-549,38.24388889,-123.4002778,195.8,2019,0.701339871
dungeness,2.01903E+11,40.5-183,37.56055556,-122.8069444,78.4,2019,3.371922589
dungeness,2.01903E+11,40.5-183,37.54472222,-122.8533333,92.6,2019,3.312792831
dungeness,2.01903E+11,40.5-549,37.23777778,-122.9019444,364.4,2019,1.06317888
dungeness,2.01903E+11,40.5-183,37.02777778,-122.5888889,150.7,2019,2.656852889
dungeness,2.01903E+11,40.5-183,37.05083333,-122.4411111,108.2,2019,4.733620654
dungeness,2.01903E+11,40.5-183,37.01666667,-122.4358333,121.6,2019,4.789165167
dungeness,2.01903E+11,40.5-183,37.00777778,-122.3188889,86.1,2019,3.366422027
dungeness,2.01903E+11,40.5-183,36.86611111,-122.0688889,84.5,2019,3.805889514
dungeness,2.01903E+11,35.5-549,35.45333333,-121.1288889,244.6,2019,0.325211646
dungeness,2.01903E+11,35.5-549,35.23388889,-121.015,254.7,2019,4.314368916
dungeness,2.02103E+11,43.5-183,41.89916667,-124.5033333,140,2021,1.030977189
dungeness,2.02103E+11,43.5-183,41.19083333,-124.2386111,75.3,2021,75.52804116
dungeness,2.02103E+11,43.5-549,40.87638889,-124.5419444,519.4,2021,0.229140861
dungeness,2.02103E+11,43.5-183,40.61055556,-124.4508333,65.5,2021,22.91883158
dungeness,2.02103E+11,43.5-183,40.80972222,-124.4047222,110.8,2021,10.87929061
dungeness,2.02103E+11,40.5-183,40.11194444,-124.2669444,134,2021,0.708020323
dungeness,2.02103E+11,40.5-183,39.44972222,-123.8886111,110.2,2021,0.31323046
dungeness,2.02103E+11,40.5-183,39.23416667,-123.8136111,80.1,2021,2.722450522
dungeness,2.02103E+11,40.5-183,38.87361111,-123.7297222,71.9,2021,3.702469052
dungeness,2.02103E+11,40.5-183,38.47916667,-123.2811111,78.5,2021,37.70365016
dungeness,2.02103E+11,40.5-183,38.37805556,-123.1497222,68.4,2021,29.41794112
dungeness,2.02103E+11,40.5-549,38.25,-123.4327778,267.3,2021,0.338139066
dungeness,2.02103E+11,40.5-183,37.93083333,-123.4408333,148.7,2021,0.438863501
dungeness,2.02103E+11,40.5-183,37.79055556,-122.9208333,63.4,2021,38.60446536
dungeness,2.02103E+11,40.5-183,37.31888889,-122.5716667,82.2,2021,5.550169637
dungeness,2.02103E+11,40.5-183,37.27444444,-122.7702778,129.2,2021,6.211606079
dungeness,2.02103E+11,40.5-183,37.30472222,-122.8205556,157.5,2021,3.749836565
dungeness,2.02103E+11,40.5-549,37.3325,-122.8669444,281,2021,4.232386679
dungeness,2.02103E+11,40.5-183,36.95777778,-122.3405556,130.8,2021,0.659978314
dungeness,2.02103E+11,40.5-183,36.86861111,-121.9888889,67.1,2021,1.354022688
dungeness,2.02103E+11,35.5-549,34.9825,-121.0136111,427.5,2021,0.332370235
dungeness,2.02103E+11,35.5-183,34.46166667,-120.5822222,98,2021,1.298904452
dungeness,2.02103E+11,35.5-549,34.29222222,-120.4619444,424.9,2021,0.399851684
dungeness,2.02103E+11,43.5-183,41.42722222,-124.2988889,81.8,2021,2.690168313
dungeness,2.02103E+11,43.5-183,41.43361111,-124.1980556,60.7,2021,16.16728844
dungeness,2.02103E+11,43.5-183,40.77055556,-124.4491667,124.2,2021,5.842066827
dungeness,2.02103E+11,43.5-183,40.53416667,-124.5163889,71.8,2021,3.485458868
dungeness,2.02103E+11,40.5-183,40.16222222,-124.3225,115.9,2021,1.659578804
dungeness,2.02103E+11,40.5-183,39.53861111,-123.8275,70.2,2021,3.327925051
dungeness,2.02103E+11,40.5-183,39.41416667,-123.9222222,134.7,2021,3.02432897
dungeness,2.02103E+11,40.5-183,38.58333333,-123.6402778,167.7,2021,0.980036392
dungeness,2.02103E+11,40.5-183,38.50416667,-123.435,122.6,2021,1.635606593
dungeness,2.02103E+11,40.5-183,38.50694444,-123.4041667,111.5,2021,3.653872965
dungeness,2.02103E+11,40.5-183,38.23944444,-123.2158333,101.7,2021,1.725532211
dungeness,2.02103E+11,40.5-549,38.11277778,-123.3677778,197.2,2021,4.496866801
dungeness,2.02103E+11,40.5-183,37.7075,-122.9080556,59.5,2021,16.51282336
dungeness,2.02103E+11,40.5-183,37.12694444,-122.5719444,107.1,2021,2.152356026
dungeness,2.02103E+11,40.5-183,37.15916667,-122.6205556,108.7,2021,3.003281721
dungeness,2.02103E+11,40.5-183,37.28944444,-122.6013889,92.5,2021,2.761425753
dungeness,2.02103E+11,40.5-183,37.43,-122.6402778,73.4,2021,18.00646684
dungeness,2.02103E+11,40.5-183,37.52361111,-122.7886111,83.8,2021,5.988119727
dungeness,2.02103E+11,40.5-183,37.82722222,-122.9138889,63.7,2021,28.09190594
dungeness,2.02103E+11,40.5-183,37.405,-122.8141667,104.3,2021,3.37361651
dungeness,2.02103E+11,40.5-549,37.20916667,-122.8180556,269,2021,2.528003266
dungeness,2.02103E+11,40.5-549,36.97444444,-122.5080556,312.9,2021,0.258219116
dungeness,2.02103E+11,40.5-183,36.67611111,-121.8627778,65.3,2021,3.08593051
dungeness,2.02103E+11,40.5-183,36.40555556,-121.9686111,114,2021,2.510412801
dungeness,2.02103E+11,35.5-183,35.36472222,-120.9330556,74.5,2021,1.335775206
dungeness,2.02103E+11,35.5-183,35.10055556,-120.8236111,94.6,2021,0.397117736
dungeness,2.02103E+11,35.5-183,34.57055556,-120.7019444,67.2,2021,0.576092316
dungeness,2.02103E+11,43.5-183,41.75055556,-124.3461111,82.7,2021,17.82814716
dungeness,2.02103E+11,43.5-183,41.50583333,-124.2294444,58.8,2021,17.84015567
dungeness,2.02103E+11,43.5-183,41.50666667,-124.3491667,90.5,2021,0.593743193
dungeness,2.02103E+11,40.5-549,40.04944444,-124.2563889,259.6,2021,0.657671345
dungeness,2.02103E+11,40.5-183,39.61888889,-123.88,117.4,2021,1.10325881
dungeness,2.02103E+11,40.5-183,39.1825,-123.9419444,163.9,2021,0.634286742
dungeness,2.02103E+11,40.5-183,38.65,-123.5591667,111,2021,0.785651087
dungeness,2.02103E+11,40.5-183,38.61638889,-123.4991667,103.6,2021,1.390973281
dungeness,2.02103E+11,40.5-549,38.54638889,-123.6413889,192.4,2021,0.889655013
dungeness,2.02103E+11,40.5-183,38.21055556,-123.2555556,111.9,2021,2.151515251
dungeness,2.02103E+11,40.5-183,38.15138889,-123.2494444,115.3,2021,3.339032178
dungeness,2.02103E+11,40.5-183,37.86,-123.2877778,108.3,2021,0.295392348
dungeness,2.02103E+11,40.5-183,37.54416667,-122.8191667,86.4,2021,54.30405343
dungeness,2.02103E+11,40.5-549,37.41277778,-122.9180556,253.6,2021,1.601726509
dungeness,2.02103E+11,40.5-183,37.40527778,-122.7511111,92.8,2021,3.87002447
dungeness,2.02103E+11,40.5-183,37.40055556,-122.6536111,79.8,2021,13.87208341
dungeness,2.02103E+11,40.5-183,37.06805556,-122.6461111,156,2021,1.296232445
dungeness,2.02103E+11,35.5-183,34.51166667,-120.6211111,75.4,2021,0.286677985
dungeness,2.02103E+11,35.5-549,34.15722222,-120.6333333,291.4,2021,0.28266694
dungeness,2.02103E+11,43.5-183,41.75944444,-124.4505556,156.5,2021,1.533757009
dungeness,2.02103E+11,43.5-1280,40.7125,-124.5938889,737.4,2021,0.34104763
dungeness,2.02103E+11,43.5-183,40.63472222,-124.4633333,80,2021,2.654329141
dungeness,2.02103E+11,43.5-183,40.5675,-124.5425,131.6,2021,4.929420658
dungeness,2.02103E+11,43.5-183,40.51333333,-124.5813889,110,2021,5.517339476
dungeness,2.02103E+11,40.5-1280,40.0925,-124.3952778,592.9,2021,0.230147326
dungeness,2.02103E+11,40.5-549,40.05333333,-124.2388889,197.3,2021,0.425602281
dungeness,2.02103E+11,40.5-183,39.84527778,-124.0116667,126.5,2021,1.621516364
dungeness,2.02103E+11,40.5-183,39.48138889,-123.9152778,122.1,2021,0.752942751
dungeness,2.02103E+11,40.5-183,39.21444444,-123.8883333,127.7,2021,0.496682647
dungeness,2.02103E+11,40.5-183,38.815,-123.8319444,135.5,2021,1.991595762
dungeness,2.02103E+11,40.5-183,38.84861111,-123.7983333,116.7,2021,2.44647968
dungeness,2.02103E+11,40.5-183,38.65083333,-123.5211111,98.5,2021,7.424956116
dungeness,2.02103E+11,40.5-183,38.44305556,-123.4275,132.7,2021,2.400085397
dungeness,2.02103E+11,40.5-549,38.23916667,-123.3952778,191.9,2021,1.07385802
dungeness,2.02103E+11,40.5-183,38.18833333,-123.2838889,121.9,2021,1.769210129
dungeness,2.02103E+11,40.5-183,38.11916667,-123.1838889,99.2,2021,2.933446414
dungeness,2.02103E+11,40.5-183,38.11583333,-123.2463889,115.5,2021,2.122575293
dungeness,2.02103E+11,40.5-183,38.01416667,-123.2811111,117.7,2021,3.303737094
dungeness,2.02103E+11,40.5-183,37.80861111,-122.8927778,62,2021,30.54529953
dungeness,2.02103E+11,40.5-549,37.41,-122.8886111,345.6,2021,1.423985886
dungeness,2.02103E+11,40.5-183,37.19222222,-122.6286111,103.4,2021,2.968310178
dungeness,2.02103E+11,40.5-183,37.19805556,-122.6541667,107.6,2021,3.778408301
dungeness,2.02103E+11,40.5-183,37.15916667,-122.6938889,128.1,2021,2.807297664
dungeness,2.02103E+11,40.5-183,37.46305556,-122.8358333,98.7,2021,2.745915928
dungeness,2.02103E+11,40.5-183,36.91916667,-122.1933333,89.1,2021,0.836401484
dungeness,2.02103E+11,35.5-549,35.28305556,-121.0313889,221.6,2021,0.291856817
dungeness,2.02203E+11,43.5-183,40.85944444,-124.3636111,107.8,2022,74.39851646
dungeness,2.02203E+11,43.5-183,40.96055556,-124.2963889,90.7,2022,85.15103576
dungeness,2.02203E+11,43.5-549,40.91583333,-124.4008333,190.4,2022,2.130300409
dungeness,2.02203E+11,40.5-183,38.85555556,-123.7525,93.6,2022,0.676428088
dungeness,2.02203E+11,40.5-183,38.68388889,-123.4986111,82.6,2022,22.05079695
dungeness,2.02203E+11,40.5-183,38.54694444,-123.3727778,87.3,2022,11.76900302
dungeness,2.02203E+11,40.5-183,38.18138889,-123.2294444,108.1,2022,0.66919145
dungeness,2.02203E+11,40.5-183,37.50777778,-122.8013889,88.2,2022,6.849808001
dungeness,2.02203E+11,40.5-183,37.51138889,-122.6316667,60.8,2022,42.3307633
dungeness,2.02203E+11,40.5-183,37.45388889,-122.6802778,76.4,2022,17.05087805
dungeness,2.02203E+11,40.5-183,37.09083333,-122.4533333,93.8,2022,0.377593856
dungeness,2.02203E+11,40.5-183,36.86972222,-121.9897222,66.5,2022,0.459148976
dungeness,2.02203E+11,40.5-183,36.62388889,-122.0122222,118.4,2022,1.202582891
dungeness,2.02203E+11,43.5-183,41.49944444,-124.3455556,88.8,2022,7.791595482
dungeness,2.02203E+11,43.5-183,40.62833333,-124.4625,80.1,2022,13.10256094
dungeness,2.02203E+11,40.5-183,39.74305556,-123.9158333,124.2,2022,12.72425021
dungeness,2.02203E+11,40.5-183,39.04583333,-123.8186111,95.8,2022,18.32935314
dungeness,2.02203E+11,40.5-183,38.94583333,-123.8216667,107.1,2022,0.230310294
dungeness,2.02203E+11,40.5-183,38.81722222,-123.7469444,111.7,2022,3.104177411
dungeness,2.02203E+11,40.5-183,38.585,-123.5611111,140.8,2022,0.853462517
dungeness,2.02203E+11,40.5-183,38.3125,-123.1744444,89.6,2022,2.871429454
dungeness,2.02203E+11,40.5-183,38.24722222,-123.3936111,182,2022,0.700563629
dungeness,2.02203E+11,40.5-183,38.20888889,-123.1619444,93.6,2022,3.142567043
dungeness,2.02203E+11,40.5-183,38.1425,-123.1255556,83,2022,4.312076798
dungeness,2.02203E+11,40.5-183,37.94583333,-123.1633333,100.7,2022,1.594552228
dungeness,2.02203E+11,40.5-183,37.88305556,-123.22,100.5,2022,0.364362194
dungeness,2.02203E+11,40.5-549,37.26722222,-122.9380556,409.7,2022,0.271085742
dungeness,2.02203E+11,40.5-183,37.38388889,-122.6913889,89.5,2022,41.14254484
dungeness,2.02203E+11,40.5-183,37.26083333,-122.6605556,101.5,2022,27.87479097
dungeness,2.02203E+11,40.5-183,37.19,-122.53,91.7,2022,2.50770335
dungeness,2.02203E+11,40.5-183,37.06083333,-122.4472222,104.1,2022,0.325750106
dungeness,2.02203E+11,40.5-183,37.00333333,-122.5013889,134.3,2022,1.231907464
dungeness,2.02203E+11,40.5-183,36.46944444,-121.9911111,137.1,2022,0.290872747
dungeness,2.02203E+11,35.5-183,34.86916667,-120.7647222,89.2,2022,1.105732135
dungeness,2.02203E+11,35.5-183,34.76472222,-120.7191667,68.7,2022,1.740083288
dungeness,2.02203E+11,43.5-183,41.90722222,-124.4863889,121.4,2022,30.79558431
dungeness,2.02203E+11,43.5-183,41.83388889,-124.4786111,154,2022,15.15434588
dungeness,2.02203E+11,43.5-183,41.11,-124.2363889,62.8,2022,12.76044954
dungeness,2.02203E+11,43.5-183,40.97583333,-124.2366667,62.8,2022,54.62011638
dungeness,2.02203E+11,40.5-183,39.925,-124.1238889,123.4,2022,1.124095357
dungeness,2.02203E+11,40.5-183,38.75388889,-123.745,133.8,2022,0.369819128
dungeness,2.02203E+11,40.5-183,38.57638889,-123.4347222,98,2022,1.336195359
dungeness,2.02203E+11,40.5-183,38.38111111,-123.3763889,125.8,2022,1.450419051
dungeness,2.02203E+11,40.5-549,37.3325,-122.87,208.1,2022,0.88548229
dungeness,2.02203E+11,40.5-183,37.26361111,-122.5933333,94,2022,0.90749606
dungeness,2.02203E+11,40.5-183,37.16777778,-122.5391667,97,2022,1.822864209
dungeness,2.02203E+11,40.5-183,37.02638889,-122.3588889,94,2022,5.324854858
dungeness,2.02203E+11,40.5-183,36.82055556,-122.0558333,100.4,2022,3.463462774
dungeness,2.02203E+11,40.5-183,36.8075,-121.9211111,92.9,2022,0.567455989
dungeness,2.02203E+11,35.5-183,35.0075,-120.7661111,79.4,2022,1.103241932
dungeness,2.02203E+11,35.5-183,34.46194444,-120.5333333,69.9,2022,2.841760759
dungeness,2.02203E+11,43.5-183,40.81027778,-124.3508333,70.6,2022,15.59383886
dungeness,2.02203E+11,43.5-549,40.85916667,-124.4283333,251.9,2022,1.281398302
dungeness,2.02203E+11,40.5-183,39.87666667,-123.9722222,74.3,2022,35.26400239
dungeness,2.02203E+11,40.5-183,39.80138889,-123.9197222,104.2,2022,19.75222481
dungeness,2.02203E+11,40.5-183,39.1025,-123.8605556,111,2022,0.278681782
dungeness,2.02203E+11,40.5-183,38.73083333,-123.5608333,81.5,2022,10.44809595
dungeness,2.02203E+11,40.5-183,38.54,-123.3452778,78.6,2022,81.53635802
dungeness,2.02203E+11,40.5-183,38.10416667,-123.0683333,71.4,2022,6.935974875
dungeness,2.02203E+11,40.5-183,38.045,-123.1938889,104.5,2022,2.001550461
dungeness,2.02203E+11,40.5-183,38.04083333,-123.2313889,113.6,2022,1.173633726
dungeness,2.02203E+11,40.5-183,37.4125,-122.6125,72,2022,116.3958511
dungeness,2.02203E+11,40.5-183,37.25805556,-122.8,174.9,2022,0.375231885
dungeness,2.02203E+11,40.5-183,37.24166667,-122.7266667,117.1,2022,2.80509754
dungeness,2.02203E+11,35.5-183,35.05305556,-120.7677778,73.2,2022,0.689230797
squid,2.00303E+11,43.5-183,41.69027778,-124.2941667,62.6,2003,0.013554814
squid,2.00303E+11,43.5-183,41.36472222,-124.2655556,80.2,2003,0.529863832
squid,2.00303E+11,40.5-183,39.24777778,-123.8355556,95.6,2003,0.52851913
squid,2.00303E+11,40.5-183,38.76722222,-123.7058333,115.7,2003,0.124000211
squid,2.00303E+11,40.5-183,38.03944444,-123.3791667,117,2003,0.026148675
squid,2.00303E+11,40.5-183,37.66777778,-123.0775,118.8,2003,0.434529794
squid,2.00303E+11,40.5-183,36.99944444,-122.4838889,139.2,2003,6.73797925
squid,2.00303E+11,40.5-183,36.36527778,-121.9958333,133.6,2003,0.899652839
squid,2.00303E+11,40.5-183,35.72833333,-121.3761111,69.4,2003,0.474364275
squid,2.00303E+11,35.5-183,35.08972222,-120.7522222,55.7,2003,4.788532252
squid,2.00303E+11,35.5-549,34.83555556,-120.8825,207.4,2003,19.83079224
squid,2.00303E+11,35.5-183,34.79305556,-120.6983333,48.4,2003,0.468606076
squid,2.00303E+11,35.5-183,34.6575,-120.7041667,54.8,2003,1.113412805
squid,2.00303E+11,35.5-183,34.39611111,-120.4194444,92.2,2003,56.20538075
squid,2.00303E+11,35.5-549,34.25694444,-119.6780556,195.5,2003,0.456944389
squid,2.00303E+11,35.5-183,33.80833333,-120.0022222,113.8,2003,3.949437891
squid,2.00303E+11,35.5-183,34.01583333,-118.9905556,95.4,2003,2.749145083
