Dataset: West Coast Triennial,,,,,,
Species Name: Chinook salmon (Oncorhynchus tshawytscha),,,,,,
,,,,,,
HaulID,Stratum,LAT,LON,Depth,Year,wtcpue
019-198001-065,43.5-250,43.15,-124.8,280,1980,0
019-198001-048,41.5-250,41.25,-124.41,249,1980,0
019-198001-066,43.5-150,43.08,-124.84,183,1980,0
019-198001-049,41.5-150,41.27,-124.38,137,1980,0
019-198001-068,42.5-150,42.84,-124.7,126,1980,0
019-198001-051,41.5-150,41.6,-124.47,190,1980,0
019-198001-069,42.5-50,42.85,-124.64,70,1980,0
019-198001-052,41.5-150,41.62,-124.45,143,1980,1.40636273448773
019-198001-071,42.5-150,42.9,-124.71,128,1980,0
019-198001-053,41.5-50,41.62,-124.34,73,1980,0
019-198001-072,42.5-50,42.93,-124.63,86,1980,1.83982683982684
019-198001-054,41.5-50,41.99,-124.42,86,1980,0
019-198001-055,42.5-250,42.16,-124.59,212,1980,0
019-198001-073,42.5-50,42.93,-124.56,57,1980,0
019-198001-056,43.5-50,43.32,-124.45,66,1980,0
019-198001-076,43.5-150,43.42,-124.49,112,1980,0
019-198001-057,43.5-150,43.31,-124.53,101,1980,0
019-198001-077,43.5-150,43.44,-124.55,139,1980,0
019-198001-058,43.5-150,43.35,-124.65,188,1980,0
019-198001-078,43.5-350,43.43,-124.67,331,1980,0
019-198001-079,43.5-250,43.51,-124.59,210,1980,0
019-198001-080,43.5-150,43.53,-124.51,144,1980,0
019-198001-082,43.5-150,43.51,-124.37,101,1980,0
019-198001-083,43.5-250,43.62,-124.61,280,1980,0
019-198001-085,43.5-150,43.61,-124.39,113,1980,0
019-198001-086,43.5-50,43.58,-124.31,93,1980,0
019-198001-087,43.5-50,43.66,-124.27,90,1980,0
019-198001-088,43.5-150,43.68,-124.33,110,1980,0
019-198001-089,43.5-150,43.71,-124.5,163,1980,0
019-198001-090,43.5-250,43.7,-124.56,209,1980,0
019-198001-091,43.5-250,43.8,-124.57,203,1980,0
019-198001-092,43.5-150,43.82,-124.53,150,1980,0
019-198001-094,43.5-50,43.78,-124.25,79,1980,0
019-198001-110,44.5-50,44.48,-124.22,62,1980,0
019-198001-111,44.5-50,44.46,-124.27,73,1980,0
019-198001-114,44.5-150,44.47,-124.6,143,1980,0
019-198001-117,43.5-150,43.94,-124.92,183,1980,0
019-198001-118,43.5-150,43.92,-124.84,166,1980,0
019-198001-119,43.5-150,43.92,-124.78,159,1980,0
019-198001-120,43.5-150,43.92,-124.72,187,1980,0
019-198001-121,43.5-250,43.91,-124.64,212,1980,0
019-198001-122,43.5-150,43.91,-124.55,155,1980,0
019-198001-123,43.5-150,43.89,-124.45,124,1980,0
019-198001-125,43.5-50,43.87,-124.23,66,1980,0
019-198001-126,43.5-50,43.91,-124.24,79,1980,0
019-198001-128,43.5-150,43.93,-124.39,115,1980,0
019-198001-129,43.5-150,43.95,-124.46,126,1980,0
019-198001-130,43.5-150,43.94,-124.53,146,1980,0
019-198001-131,43.5-150,43.96,-124.68,119,1980,0
019-198001-134,44.5-150,44.1,-124.92,179,1980,0
019-198001-136,44.5-150,44.06,-124.69,124,1980,0
019-198001-137,44.5-150,44.05,-124.58,132,1980,0
019-198001-138,44.5-150,44.05,-124.53,128,1980,0
019-198001-139,44.5-150,44.05,-124.47,123,1980,0
019-198001-140,44.5-150,44.03,-124.41,115,1980,0
019-198001-142,44.5-50,44.37,-124.24,68,1980,0
019-198001-143,44.5-50,44.39,-124.42,82,1980,0
019-198001-144,44.5-50,44.38,-124.47,88,1980,0
019-198001-145,44.5-50,44.29,-124.2,59,1980,0
019-198001-146,44.5-50,44.27,-124.25,73,1980,0
019-198001-147,44.5-50,44.24,-124.33,84,1980,0
019-198001-148,44.5-50,44.23,-124.38,91,1980,0
019-198001-149,44.5-50,44.28,-124.47,97,1980,0
019-198001-152,44.5-150,44.33,-124.79,155,1980,0
019-198001-153,44.5-250,44.32,-124.83,201,1980,0
019-198001-154,44.5-150,44.65,-124.55,154,1980,0
019-198001-157,44.5-50,44.67,-124.34,79,1980,0
019-198001-159,44.5-50,44.84,-124.14,70,1980,0
019-198001-160,44.5-50,44.94,-124.13,88,1980,0
019-198001-162,44.5-150,44.95,-124.37,190,1980,0
019-198001-163,44.5-250,44.98,-124.41,274,1980,0
019-198001-164,45.5-350,45.07,-124.44,338,1980,0
019-198001-165,45.5-350,45.09,-124.39,305,1980,0
019-198001-166,45.5-150,45.1,-124.3,192,1980,0
019-198001-167,45.5-150,45.07,-124.24,155,1980,0
019-198001-168,45.5-150,45.08,-124.17,113,1980,0
019-198001-170,45.5-50,45.64,-124.03,66,1980,0
019-198001-172,45.5-150,45.64,-124.22,128,1980,0
019-198001-174,45.5-150,45.65,-124.44,188,1980,0
019-198001-176,46.5-250,46.02,-124.72,283,1980,0
019-198001-177,46.5-50,46.07,-124.1,70,1980,0
019-198001-180,46.5-150,46.03,-124.32,121,1980,0
019-198001-181,46.5-150,46.04,-124.51,150,1980,0
019-198001-182,46.5-150,46.05,-124.64,183,1980,0
019-198001-184,45.5-150,45.82,-124.64,192,1980,0
019-198001-186,45.5-150,45.85,-124.29,134,1980,0
019-198001-216,46.5-150,46.94,-124.68,119,1980,0
019-198001-190,45.5-50,45.86,-124.05,59,1980,0
019-198001-217,46.5-50,46.94,-124.6,97,1980,0
019-198001-191,46.5-50,46.31,-124.23,59,1980,0
019-198001-218,46.5-50,46.94,-124.45,73,1980,0
019-198001-192,46.5-50,46.35,-124.29,82,1980,0
019-198001-219,46.5-50,46.94,-124.49,82,1980,0
019-198001-193,46.5-50,46.31,-124.28,82,1980,0
019-198001-226,46.5-250,46.94,-124.95,229,1980,0
019-198001-194,46.5-150,46.29,-124.33,132,1980,0
019-198001-228,47.5-150,47.1,-124.86,148,1980,0
019-198001-195,46.5-150,46.29,-124.34,174,1980,0
019-198001-230,47.5-50,47.11,-124.65,93,1980,0
019-198001-196,46.5-150,46.27,-124.53,144,1980,0
019-198001-231,47.5-50,47.14,-124.55,71,1980,0
019-198001-197,46.5-150,46.27,-124.58,199,1980,0
019-198001-232,47.5-50,47.15,-124.48,59,1980,0
019-198001-198,46.5-50,46.64,-124.42,93,1980,0
019-198001-235,47.5-150,47.23,-124.83,163,1980,0
019-198001-200,46.5-50,46.74,-124.29,57,1980,0
019-198001-236,47.5-150,47.2,-124.89,176,1980,0
019-198001-203,46.5-150,46.72,-124.66,144,1980,0
019-198001-240,47.5-50,47.27,-124.6,82,1980,0
019-198001-204,46.5-150,46.79,-124.84,183,1980,0
019-198001-241,47.5-150,47.28,-124.66,101,1980,0
019-198001-205,46.5-150,46.82,-124.81,161,1980,0
019-198001-242,47.5-150,47.35,-124.77,174,1980,0
019-198001-206,46.5-150,46.81,-124.73,143,1980,0
019-198001-243,47.5-50,47.36,-124.62,84,1980,0
019-198001-207,46.5-150,46.82,-124.63,121,1980,0
019-198001-244,47.5-50,47.39,-124.57,64,1980,0
019-198001-208,46.5-50,46.81,-124.52,93,1980,0
019-198001-245,47.5-50,47.76,-124.7,60,1980,0
019-198001-209,46.5-50,46.82,-124.42,77,1980,0.607056902183256
019-198001-246,47.5-50,47.76,-124.76,71,1980,0
019-198001-210,46.5-50,46.9,-124.41,66,1980,0
019-198001-247,47.5-150,47.73,-124.93,119,1980,0
019-198001-212,46.5-150,46.89,-124.65,119,1980,0
019-198001-251,48.5-150,48.07,-125.34,146,1980,0
019-198001-213,46.5-150,46.89,-124.74,148,1980,0
019-198001-252,48.5-150,48.05,-125.53,163,1980,0
019-198001-255,48.5-150,48.24,-125.51,144,1980,0
019-198001-256,48.5-150,48.3,-125.27,159,1980,0
019-198001-257,48.5-150,48.64,-125.2,101,1980,3.17094119527005
019-198001-260,48.5-150,48.44,-125.59,128,1980,0
019-198001-261,48.5-150,48.4,-125.68,146,1980,0
019-198001-262,48.5-150,48.36,-125.73,146,1980,0
019-198001-263,48.5-150,48.36,-125.79,154,1980,0
019-198001-264,48.5-250,48.31,-125.87,219,1980,0
019-198001-265,48.5-250,48.4,-126.07,223,1980,0
019-198001-267,48.5-50,48.59,-125.65,66,1980,0
019-198001-268,48.5-50,48.8,-125.38,95,1980,0.857932458697765
019-198001-270,48.5-150,48.75,-125.46,123,1980,0.341777971351142
019-198001-271,48.5-50,48.89,-125.94,59,1980,0
019-198001-274,48.5-150,48.68,-126.2,150,1980,0
019-198001-275,48.5-150,48.67,-126.22,198,1980,0
019-198001-276,48.5-150,48.93,-126.52,185,1980,0
019-198001-277,48.5-150,48.97,-126.51,161,1980,0
039-198301-001,36.5-50,36.83,-121.86,66,1983,0.313721570717839
039-198301-003,37.5-50,37.01,-122.31,79,1983,0
039-198301-005,37.5-50,37.38,-122.54,66,1983,0
039-198301-007,37.5-50,37.32,-122.69,97,1983,0
039-198301-008,37.5-150,37.31,-122.73,106,1983,0
039-198301-009,37.5-50,37.96,-123.12,93,1983,0
039-198301-010,37.5-150,37.98,-123.17,102,1983,0
039-198301-011,37.5-150,37.95,-123.21,104,1983,0
039-198301-012,37.5-150,37.94,-123.28,108,1983,1.57494904576617
039-198301-016,38.5-150,38.15,-123.32,150,1983,0
039-198301-017,38.5-150,38.14,-123.19,104,1983,0
039-198301-019,38.5-50,38.19,-123.08,77,1983,0
039-198301-020,38.5-50,38.16,-123.01,68,1983,0
039-198301-021,38.5-50,38.34,-123.12,73,1983,0
039-198301-022,38.5-50,38.34,-123.19,90,1983,0
039-198301-023,38.5-150,38.28,-123.24,102,1983,0.182654289152484
039-198301-024,38.5-150,38.28,-123.32,128,1983,0
039-198301-025,38.5-250,38.22,-123.39,245,1983,0
039-198301-026,38.5-250,38.53,-123.64,265,1983,0
039-198301-027,38.5-150,38.55,-123.62,163,1983,0
039-198301-028,38.5-150,38.58,-123.55,137,1983,0
039-198301-029,38.5-50,38.65,-123.43,70,1983,0
039-198301-030,38.5-150,38.91,-123.94,124,1983,0
039-198301-031,38.5-150,38.92,-123.9,176,1983,0
039-198301-032,38.5-150,38.95,-123.79,101,1983,0
039-198301-033,39.5-50,39.34,-123.85,77,1983,0
039-198301-034,39.5-150,39.36,-123.92,132,1983,0
039-198301-036,39.5-150,39.73,-123.91,124,1983,0
039-198301-037,39.5-150,39.74,-123.97,154,1983,0
039-198301-039,40.5-150,40.72,-124.48,137,1983,0
039-198301-040,40.5-250,40.7,-124.52,247,1983,0
039-198301-041,40.5-250,40.88,-124.43,229,1983,0
039-198301-043,40.5-150,40.87,-124.39,143,1983,0
039-198301-044,41.5-250,41.23,-124.4,251,1983,0
039-198301-045,41.5-150,41.26,-124.36,139,1983,0.872331691297209
039-198301-046,41.5-50,41.22,-124.23,71,1983,0
039-198301-047,41.5-150,41.63,-124.44,139,1983,0
039-198301-048,41.5-150,41.6,-124.47,199,1983,0
039-198301-051,41.5-50,41.99,-124.41,82,1983,0
039-198301-052,42.5-150,42.18,-124.51,130,1983,0
039-198301-068,42.5-150,42.97,-124.62,104,1983,0
039-198301-053,42.5-150,42.2,-124.56,159,1983,0
039-198301-069,43.5-50,43.06,-124.51,70,1983,0
039-198301-054,42.5-250,42.16,-124.61,285,1983,0
039-198301-070,43.5-150,43.1,-124.61,126,1983,0
039-198301-055,42.5-250,42.36,-124.72,269,1983,0
039-198301-071,43.5-150,43.08,-124.71,194,1983,0
039-198301-057,42.5-50,42.39,-124.52,71,1983,0
039-198301-072,43.5-250,43.14,-124.79,298,1983,0
039-198301-059,42.5-150,42.59,-124.67,135,1983,0
039-198301-073,43.5-250,43.17,-124.74,283,1983,0
039-198301-060,42.5-250,42.56,-124.72,247,1983,0
039-198301-074,43.5-150,43.16,-124.68,176,1983,0
039-198301-061,42.5-250,42.71,-124.73,285,1983,0
039-198301-076,43.5-350,43.23,-124.75,338,1983,0
039-198301-064,42.5-250,42.91,-124.89,221,1983,0
039-198301-077,43.5-150,43.23,-124.69,185,1983,0
039-198301-065,43.5-250,43,-124.86,260,1983,0
039-198301-078,43.5-250,43.32,-124.69,221,1983,0
039-198301-066,42.5-150,42.99,-124.75,165,1983,0
039-198301-080,43.5-50,43.3,-124.46,77,1983,0.297093218913007
039-198301-067,43.5-150,43.01,-124.68,139,1983,0
039-198301-083,43.5-50,43.47,-124.37,99,1983,0.145048994326973
039-198301-084,43.5-150,43.52,-124.44,119,1983,0
039-198301-085,43.5-150,43.5,-124.53,148,1983,0
039-198301-086,43.5-250,43.54,-124.58,219,1983,0
039-198301-087,43.5-250,43.6,-124.61,289,1983,0
039-198301-089,43.5-150,43.59,-124.38,117,1983,0
039-198301-090,43.5-50,43.57,-124.3,93,1983,0
039-198301-091,43.5-50,43.66,-124.27,91,1983,0.380415324024347
039-198301-092,43.5-150,43.69,-124.33,106,1983,0
039-198301-093,43.5-150,43.69,-124.52,174,1983,0
039-198301-094,43.5-250,43.69,-124.57,225,1983,0
039-198301-095,43.5-250,43.79,-124.57,207,1983,0
039-198301-096,43.5-150,43.78,-124.53,168,1983,0
039-198301-097,43.5-50,43.79,-124.25,79,1983,0
039-198301-098,43.5-150,43.78,-124.41,115,1983,0.349977954144621
039-198301-099,43.5-150,43.88,-124.45,124,1983,0
039-198301-100,43.5-150,43.89,-124.38,115,1983,0.930059523809524
039-198301-101,43.5-50,43.86,-124.22,66,1983,0
039-198301-102,43.5-150,43.89,-124.55,165,1983,0
039-198301-103,43.5-250,43.9,-124.61,210,1983,0
039-198301-104,43.5-150,43.92,-124.71,187,1983,0
039-198301-107,43.5-250,43.92,-124.9,262,1983,0
039-198301-108,44.5-250,44.02,-124.93,229,1983,0
039-198301-110,43.5-150,43.99,-124.76,123,1983,0
039-198301-111,44.5-150,44,-124.67,135,1983,0
039-198301-112,44.5-150,44.02,-124.6,150,1983,0
039-198301-113,43.5-150,43.97,-124.51,135,1983,0
039-198301-114,43.5-50,43.96,-124.25,77,1983,0
039-198301-115,43.5-150,43.99,-124.32,104,1983,0.457430053733556
039-198301-116,44.5-50,44.06,-124.26,75,1983,0.698051948051948
039-198301-117,44.5-150,44.07,-124.39,110,1983,0
039-198301-118,44.5-150,44.1,-124.49,121,1983,0
039-198301-119,44.5-150,44.08,-124.55,123,1983,0
039-198301-120,44.5-150,44.08,-124.6,128,1983,0
039-198301-121,44.5-50,44.1,-124.8,99,1983,0
039-198301-122,44.5-50,44.48,-124.22,68,1983,0
039-198301-123,44.5-50,44.46,-124.28,75,1983,0
039-198301-124,44.5-50,44.47,-124.41,71,1983,0
039-198301-125,44.5-150,44.5,-124.55,117,1983,0
039-198301-126,44.5-150,44.48,-124.63,165,1983,0
039-198301-127,44.5-250,44.5,-124.72,238,1983,0
039-198301-128,44.5-350,44.48,-124.85,366,1983,0
039-198301-129,44.5-250,44.14,-124.94,207,1983,0
039-198301-130,44.5-150,44.11,-124.91,161,1983,0.573536706349207
039-198301-131,44.5-250,44.22,-124.94,227,1983,0
039-198301-133,44.5-150,44.21,-124.55,104,1983,0
039-198301-134,44.5-150,44.18,-124.48,104,1983,0
039-198301-135,44.5-50,44.2,-124.39,90,1983,0
039-198301-136,44.5-50,44.28,-124.22,62,1983,0
039-198301-137,44.5-50,44.25,-124.27,75,1983,0
039-198301-138,44.5-50,44.21,-124.34,86,1983,0
039-198301-139,44.5-50,44.27,-124.49,99,1983,0
039-198301-140,44.5-50,44.32,-124.64,82,1983,0
039-198301-141,44.5-250,44.33,-124.83,285,1983,0
039-198301-142,44.5-150,44.3,-124.82,165,1983,0.602705239802014
039-198301-144,44.5-250,44.87,-124.5,240,1983,0
039-198301-145,44.5-150,44.89,-124.37,155,1983,0
039-198301-146,44.5-150,44.86,-124.24,121,1983,0
039-198301-147,44.5-50,44.88,-124.13,68,1983,0
039-198301-148,45.5-50,45.05,-124.08,70,1983,0
039-198301-149,45.5-150,45.08,-124.15,106,1983,0
039-198301-150,45.5-150,45.06,-124.23,155,1983,0
039-198301-152,45.5-350,45.07,-124.41,329,1983,0
039-198301-153,45.5-350,45.08,-124.48,338,1983,0
039-198301-154,45.5-350,45.44,-124.45,316,1983,0
039-198301-155,45.5-150,45.48,-124.31,177,1983,0
039-198301-156,45.5-150,45.45,-124.17,123,1983,0
039-198301-180,46.5-150,46.5,-124.4,101,1983,0
039-198301-157,45.5-50,45.47,-124.05,71,1983,0
039-198301-181,46.5-50,46.47,-124.3,71,1983,0.55985342019544
039-198301-158,45.5-50,45.84,-124.04,64,1983,0
039-198301-182,46.5-50,46.88,-124.36,59,1983,0
039-198301-160,45.5-50,45.87,-124.14,90,1983,0
039-198301-183,46.5-50,46.79,-124.31,59,1983,0.896516393442623
039-198301-161,45.5-150,45.83,-124.19,112,1983,0
039-198301-184,46.5-50,46.69,-124.35,75,1983,0.611900165471594
039-198301-162,45.5-150,45.86,-124.26,130,1983,0
039-198301-185,46.5-50,46.6,-124.36,82,1983,0
039-198301-186,46.5-150,46.48,-124.48,148,1983,0
039-198301-163,45.5-150,45.85,-124.52,154,1983,0
039-198301-187,46.5-250,46.46,-124.52,251,1983,0
039-198301-164,45.5-150,45.83,-124.62,190,1983,0
039-198301-188,46.5-150,46.56,-124.43,102,1983,0
039-198301-166,46.5-250,46.15,-124.66,225,1983,0
039-198301-189,46.5-50,46.68,-124.43,90,1983,0
039-198301-167,46.5-150,46.18,-124.57,159,1983,0
039-198301-190,46.5-150,46.59,-124.48,130,1983,0
039-198301-168,46.5-150,46.16,-124.47,137,1983,0
039-198301-191,46.5-250,46.56,-124.5,209,1983,0
039-198301-169,46.5-150,46.2,-124.33,115,1983,0
039-198301-192,46.5-250,46.65,-124.71,214,1983,0
039-198301-170,46.5-50,46.16,-124.22,77,1983,0
039-198301-193,46.5-150,46.67,-124.68,154,1983,0
039-198301-171,46.5-50,46.26,-124.28,84,1983,0
039-198301-194,46.5-150,46.65,-124.56,135,1983,0
039-198301-172,46.5-150,46.3,-124.34,130,1983,0
039-198301-195,46.5-50,46.78,-124.46,90,1983,0.37926162682972
039-198301-173,46.5-250,46.28,-124.34,225,1983,0
039-198301-196,46.5-150,46.75,-124.55,112,1983,0
039-198301-174,46.5-250,46.34,-124.59,210,1983,0
039-198301-197,46.5-150,46.74,-124.7,146,1983,0
039-198301-176,46.5-150,46.39,-124.44,113,1983,0
039-198301-198,46.5-250,46.74,-124.81,225,1983,0
039-198301-199,46.5-150,46.82,-124.86,187,1983,0
039-198301-177,46.5-50,46.36,-124.36,93,1983,0
039-198301-200,46.5-150,46.84,-124.67,134,1983,0
039-198301-178,46.5-50,46.4,-124.26,60,1983,0
039-198301-201,46.5-150,46.87,-124.62,117,1983,0
039-198301-179,46.5-50,46.48,-124.3,70,1983,0.348277608915907
039-198301-203,46.5-50,46.88,-124.51,91,1983,0
039-198301-205,47.5-150,47.09,-124.85,148,1983,0
039-198301-206,47.5-150,47.13,-124.78,128,1983,0
039-198301-207,47.5-50,47.11,-124.66,99,1983,0.502509772565743
039-198301-208,47.5-50,47.15,-124.53,73,1983,0
039-198301-209,47.5-50,47.13,-124.5,66,1983,0
039-198301-210,47.5-50,47.23,-124.56,71,1983,0
039-198301-211,47.5-150,47.23,-124.75,124,1983,0
039-198301-212,47.5-150,47.19,-124.84,150,1983,0
039-198301-213,47.5-150,47.21,-124.88,174,1983,0
039-198301-214,47.5-150,47.19,-124.92,199,1983,0
039-198301-215,47.5-150,47.35,-124.76,198,1983,0
039-198301-216,47.5-50,47.4,-124.63,86,1983,0
039-198301-217,47.5-50,47.41,-124.57,66,1983,0
039-198301-218,47.5-50,47.29,-124.52,59,1983,0
039-198301-219,47.5-50,47.76,-124.71,55,1983,0
039-198301-220,47.5-50,47.79,-124.75,70,1983,0.818969080687831
039-198301-221,47.5-150,47.75,-124.94,119,1983,0
039-198301-225,48.5-150,48.16,-124.94,113,1983,0
039-198301-226,48.5-250,48.12,-125.01,271,1983,0
039-198301-228,48.5-250,48.11,-125.12,227,1983,0
039-198301-229,48.5-250,48.1,-125.2,274,1983,0
039-198301-233,48.5-150,48.04,-125.58,190,1983,0
039-198301-234,48.5-250,48.24,-125.76,280,1983,0
039-198301-236,48.5-150,48.29,-125.59,137,1983,0
039-198301-237,48.5-150,48.31,-125.53,137,1983,0
039-198301-240,48.5-150,48.41,-125.3,130,1983,0
039-198301-241,48.5-150,48.39,-125.37,154,1983,0
039-198301-248,48.5-150,48.73,-125.47,121,1983,0
039-198301-249,48.5-150,48.76,-125.43,102,1983,4.15334044065387
039-198301-251,48.5-50,48.86,-125.91,59,1983,0
039-198301-252,48.5-50,48.86,-125.96,68,1983,3.27854198216389
039-198301-253,48.5-150,48.71,-126.19,157,1983,0
039-198301-254,48.5-250,48.64,-126.2,229,1983,0
039-198301-255,48.5-150,48.41,-125.03,124,1983,0
039-198301-256,48.5-250,48.39,-125.01,216,1983,0
039-198301-257,48.5-250,48.46,-124.87,258,1983,0
039-198301-258,48.5-150,48.4,-125.09,117,1983,0
039-198301-259,48.5-150,48.37,-125.22,185,1983,0
039-198301-260,48.5-150,48.34,-125.31,119,1983,0
039-198301-261,48.5-150,48.32,-125.42,132,1983,0
039-198301-262,48.5-150,48.28,-125.58,143,1983,0
039-198301-263,48.5-150,48.26,-125.63,157,1983,0
039-198301-268,48.5-50,48.32,-124.84,62,1983,0
039-198301-269,48.5-250,48.3,-125.01,282,1983,0
039-198301-270,48.5-150,48.24,-125.12,130,1983,0
039-198301-273,48.5-150,48.21,-125.39,108,1983,0
039-198301-274,48.5-150,48.21,-125.53,154,1983,0
039-198301-275,48.5-150,48.19,-125.29,130,1983,0
039-198301-276,48.5-150,48.21,-125.18,185,1983,0
039-198301-277,48.5-250,48.27,-125.21,218,1983,0
040-198301-001,36.5-50,36.85,-122.09,62,1983,4.94535098522168
040-198301-004,37.5-50,37.19,-122.52,90,1983,0
040-198301-005,37.5-150,37.19,-122.62,102,1983,0
040-198301-008,37.5-50,37.51,-122.68,64,1983,0
040-198301-009,37.5-50,37.48,-122.79,88,1983,0
040-198301-042,40.5-150,40.56,-124.58,148,1983,0
040-198301-010,37.5-150,37.45,-122.83,115,1983,0
040-198301-044,41.5-50,41.04,-124.24,80,1983,0
040-198301-013,37.5-50,37.64,-122.94,88,1983,0
040-198301-045,41.5-150,41.06,-124.3,130,1983,0
040-198301-014,37.5-150,37.59,-122.98,128,1983,0
040-198301-046,41.5-250,41.08,-124.36,238,1983,0
040-198301-017,37.5-50,37.81,-123.07,82,1983,0
040-198301-047,41.5-250,41.45,-124.46,229,1983,0
040-198301-018,37.5-50,37.84,-123.01,79,1983,0
040-198301-048,41.5-150,41.44,-124.36,101,1983,0
040-198301-019,37.5-50,37.85,-122.95,73,1983,0
040-198301-049,41.5-50,41.44,-124.27,80,1983,0.911625911625912
040-198301-020,37.5-50,37.87,-122.92,62,1983,0
040-198301-050,41.5-50,41.45,-124.18,62,1983,0.471021742030145
040-198301-021,38.5-350,38.33,-123.52,311,1983,0
040-198301-051,41.5-50,41.61,-124.31,80,1983,0
040-198301-022,38.5-150,38.43,-123.45,141,1983,0.771352118829183
040-198301-052,41.5-50,41.79,-124.38,84,1983,0
040-198301-023,38.5-150,38.47,-123.37,112,1983,0
040-198301-053,41.5-150,41.82,-124.46,137,1983,0
040-198301-024,38.5-50,38.48,-123.31,88,1983,0.50469065431659
040-198301-054,41.5-250,41.8,-124.49,238,1983,0
040-198301-025,38.5-250,38.72,-123.78,212,1983,0
040-198301-055,42.5-50,42.11,-124.4,66,1983,0
040-198301-026,38.5-150,38.72,-123.72,135,1983,0
040-198301-056,42.5-150,42.1,-124.5,115,1983,0
040-198301-027,38.5-50,38.77,-123.65,99,1983,0
040-198301-058,42.5-250,42.29,-124.62,201,1983,0
040-198301-029,39.5-150,39.14,-123.91,141,1983,0.310400233713117
040-198301-059,42.5-150,42.31,-124.56,137,1983,0
040-198301-030,39.5-150,39.12,-123.88,123,1983,0
040-198301-060,42.5-50,42.3,-124.47,73,1983,0
040-198301-061,42.5-50,42.48,-124.56,66,1983,0
040-198301-062,42.5-50,42.51,-124.63,97,1983,0
040-198301-064,42.5-250,42.64,-124.71,251,1983,0
040-198301-066,42.5-50,42.65,-124.55,91,1983,0
040-198301-067,42.5-50,42.82,-124.65,68,1983,0
040-198301-068,42.5-150,42.87,-124.71,121,1983,0
040-198301-069,42.5-250,42.87,-124.78,209,1983,0
040-198301-073,42.5-50,42.94,-124.61,86,1983,0
040-198301-032,39.5-150,39.56,-123.87,121,1983,0
040-198301-074,42.5-50,42.93,-124.59,60,1983,0
040-198301-035,39.5-150,39.86,-124.06,137,1983,0
040-198301-075,43.5-50,43.02,-124.52,73,1983,0
040-198301-038,40.5-150,40.17,-124.35,199,1983,0
040-198301-076,43.5-150,43.05,-124.59,110,1983,0
040-198301-039,40.5-150,40.18,-124.35,117,1983,0
040-198301-077,43.5-150,43.05,-124.69,157,1983,0
040-198301-078,43.5-250,43.07,-124.78,205,1983,0
040-198301-079,43.5-150,43.07,-124.85,194,1983,0
040-198301-084,43.5-150,43.36,-124.54,123,1983,0
040-198301-085,43.5-150,43.41,-124.51,115,1983,0
040-198301-086,43.5-150,43.28,-124.67,177,1983,0
040-198301-087,43.5-250,43.3,-124.7,219,1983,0
040-198301-088,43.5-250,43.39,-124.65,203,1983,0
040-198301-089,43.5-350,43.43,-124.67,337,1983,0
040-198301-090,43.5-50,43.44,-124.37,75,1983,0
040-198301-091,43.5-150,43.46,-124.42,104,1983,0.464388341543514
040-198301-092,43.5-150,43.47,-124.55,144,1983,0
040-198301-093,43.5-250,43.47,-124.6,201,1983,0
040-198301-094,43.5-250,43.56,-124.57,205,1983,0
040-198301-095,43.5-150,43.57,-124.47,135,1983,0.573317145555106
040-198301-096,43.5-150,43.55,-124.41,117,1983,0
040-198301-098,43.5-50,43.62,-124.25,68,1983,0
040-198301-099,43.5-150,43.65,-124.37,112,1983,0
040-198301-100,43.5-150,43.66,-124.45,128,1983,0
040-198301-101,43.5-150,43.66,-124.55,192,1983,0
040-198301-102,43.5-150,43.76,-124.55,192,1983,0
040-198301-103,43.5-150,43.77,-124.53,168,1983,0
040-198301-104,43.5-50,43.71,-124.25,66,1983,0
040-198301-106,43.5-150,43.81,-124.35,108,1983,0
040-198301-107,43.5-150,43.84,-124.43,121,1983,0
040-198301-108,43.5-150,43.84,-124.48,130,1983,0
040-198301-109,43.5-150,43.86,-124.57,194,1983,0
040-198301-110,43.5-150,43.94,-124.33,112,1983,0
040-198301-111,43.5-50,43.92,-124.27,90,1983,0
040-198301-112,43.5-150,43.94,-124.4,117,1983,0.476190476190476
040-198301-113,43.5-150,43.97,-124.47,126,1983,0.891762955182073
040-198301-114,43.5-150,43.94,-124.54,146,1983,0
040-198301-115,43.5-150,43.97,-124.69,139,1983,0
040-198301-117,43.5-250,43.97,-124.95,256,1983,0
040-198301-118,44.5-150,44.08,-124.93,196,1983,0
040-198301-119,44.5-150,44.1,-124.78,106,1983,0
040-198301-120,44.5-150,44.04,-124.66,126,1983,0
040-198301-121,44.5-150,44.05,-124.56,128,1983,0
040-198301-122,44.5-150,44.03,-124.51,128,1983,0
040-198301-123,44.5-150,44.06,-124.45,123,1983,0
040-198301-124,44.5-150,44.05,-124.4,115,1983,0
040-198301-125,44.5-50,44,-124.27,84,1983,0
040-198301-126,44.5-50,44.11,-124.26,71,1983,0
040-198301-127,44.5-50,44.15,-124.39,95,1983,0.214846576928644
040-198301-128,44.5-150,44.13,-124.46,110,1983,0
040-198301-129,44.5-150,44.17,-124.67,121,1983,0
040-198301-130,44.5-150,44.14,-124.73,106,1983,0
040-198301-132,44.5-50,44.22,-124.4,91,1983,0
040-198301-133,44.5-50,44.24,-124.36,82,1983,0
040-198301-138,44.5-50,44.38,-124.24,68,1983,0
040-198301-139,44.5-50,44.36,-124.43,84,1983,0
040-198301-140,44.5-50,44.39,-124.5,86,1983,0
